"","Cell","Batch","Group","ExpLibSize"
"Cell3638","Cell3638","Batch1","Group1",56796.8565642548
"Cell3639","Cell3639","Batch1","Group2",42571.3588192485
"Cell3640","Cell3640","Batch1","Group1",46158.6891455762
"Cell3641","Cell3641","Batch1","Group2",56006.0005544497
"Cell3642","Cell3642","Batch1","Group1",46390.1906706065
"Cell3643","Cell3643","Batch1","Group1",70952.3764263516
"Cell3644","Cell3644","Batch1","Group2",48959.766009483
"Cell3645","Cell3645","Batch1","Group1",73122.4400795118
"Cell3646","Cell3646","Batch1","Group2",61988.3400894046
"Cell3647","Cell3647","Batch1","Group2",48081.7944674177
"Cell3648","Cell3648","Batch1","Group2",75373.5144879848
"Cell3649","Cell3649","Batch1","Group1",81085.6108942127
"Cell3650","Cell3650","Batch1","Group1",45819.0663471055
"Cell3651","Cell3651","Batch1","Group2",56850.3297306164
"Cell3652","Cell3652","Batch1","Group1",56134.7650601379
"Cell3653","Cell3653","Batch1","Group2",46066.5670677061
"Cell3654","Cell3654","Batch1","Group1",55642.6301675846
"Cell3655","Cell3655","Batch1","Group1",64308.4632687599
"Cell3656","Cell3656","Batch1","Group1",80261.2423806766
"Cell3657","Cell3657","Batch1","Group2",50590.2499499209
"Cell3658","Cell3658","Batch1","Group2",62283.2181601335
"Cell3659","Cell3659","Batch1","Group1",54323.5958392699
"Cell3660","Cell3660","Batch1","Group1",86633.934564273
"Cell3661","Cell3661","Batch1","Group1",105255.132711181
"Cell3662","Cell3662","Batch1","Group2",67201.0341172356
"Cell3663","Cell3663","Batch1","Group2",59093.6996638595
"Cell3664","Cell3664","Batch1","Group2",47798.5236220412
"Cell3665","Cell3665","Batch1","Group2",63333.385417221
"Cell3666","Cell3666","Batch1","Group1",56277.6301696987
"Cell3667","Cell3667","Batch1","Group1",64280.2646606171
"Cell3668","Cell3668","Batch1","Group1",68593.3755354223
"Cell3669","Cell3669","Batch1","Group2",68318.2913477644
"Cell3670","Cell3670","Batch1","Group2",54133.6512657782
"Cell3671","Cell3671","Batch1","Group2",63626.8952112828
"Cell3672","Cell3672","Batch1","Group2",63392.0641393568
"Cell3673","Cell3673","Batch1","Group2",80668.2865607142
"Cell3674","Cell3674","Batch1","Group1",77178.2528065441
"Cell3675","Cell3675","Batch1","Group2",59890.5706885433
"Cell3676","Cell3676","Batch1","Group2",68360.6433735063
"Cell3677","Cell3677","Batch1","Group2",62644.6766519176
"Cell3678","Cell3678","Batch1","Group2",53580.6275441433
"Cell3679","Cell3679","Batch1","Group1",55686.5847569438
"Cell3680","Cell3680","Batch1","Group1",44903.1658326859
"Cell3681","Cell3681","Batch1","Group1",54772.8619111655
"Cell3682","Cell3682","Batch1","Group1",74551.6280908278
"Cell3683","Cell3683","Batch1","Group1",58783.7416593158
"Cell3684","Cell3684","Batch1","Group1",64850.3591644292
"Cell3685","Cell3685","Batch1","Group2",67593.6462764679
"Cell3686","Cell3686","Batch1","Group1",59276.5758020009
"Cell3687","Cell3687","Batch1","Group1",59054.461894799
"Cell3688","Cell3688","Batch1","Group2",81093.7554301022
"Cell3689","Cell3689","Batch1","Group1",56030.1251244327
"Cell3690","Cell3690","Batch1","Group1",77356.9730353102
"Cell3691","Cell3691","Batch1","Group1",51052.7366222908
"Cell3692","Cell3692","Batch1","Group1",50085.9398306646
"Cell3693","Cell3693","Batch1","Group1",56730.5517494898
"Cell3694","Cell3694","Batch1","Group1",67512.137043571
"Cell3695","Cell3695","Batch1","Group1",58067.5448545432
"Cell3696","Cell3696","Batch1","Group1",67438.2283219779
"Cell3697","Cell3697","Batch1","Group1",63237.1816168578
"Cell3698","Cell3698","Batch1","Group2",55358.8811573263
"Cell3699","Cell3699","Batch1","Group1",67695.3810338208
"Cell3700","Cell3700","Batch1","Group2",62978.2580868608
"Cell3701","Cell3701","Batch1","Group2",64477.612807497
"Cell3702","Cell3702","Batch1","Group2",65093.7273459221
"Cell3703","Cell3703","Batch1","Group1",78324.320534894
"Cell3704","Cell3704","Batch1","Group2",78223.3989091855
"Cell3705","Cell3705","Batch1","Group1",58576.3540176977
"Cell3706","Cell3706","Batch1","Group2",43332.1842256904
"Cell3707","Cell3707","Batch1","Group1",45706.4610300494
"Cell3708","Cell3708","Batch1","Group2",43452.5538632934
"Cell3709","Cell3709","Batch1","Group1",52167.3550256576
"Cell3710","Cell3710","Batch1","Group2",58647.0176491834
"Cell3711","Cell3711","Batch1","Group1",66665.1753804616
"Cell3712","Cell3712","Batch1","Group1",54482.3923175425
"Cell3713","Cell3713","Batch1","Group2",57064.1807788442
"Cell3714","Cell3714","Batch1","Group1",59209.1928978997
"Cell3715","Cell3715","Batch1","Group2",53023.9447380752
"Cell3716","Cell3716","Batch1","Group1",62348.5222191221
"Cell3717","Cell3717","Batch1","Group1",53242.0135254232
"Cell3718","Cell3718","Batch1","Group2",74610.9073272231
"Cell3719","Cell3719","Batch1","Group2",47153.7848305998
"Cell3720","Cell3720","Batch1","Group2",65940.5111251265
"Cell3721","Cell3721","Batch1","Group1",59528.2849035648
"Cell3722","Cell3722","Batch1","Group1",60017.0779853694
"Cell3723","Cell3723","Batch1","Group1",65176.5657874709
"Cell3724","Cell3724","Batch1","Group2",77151.884742028
"Cell3725","Cell3725","Batch1","Group1",60194.356454728
"Cell3726","Cell3726","Batch1","Group1",48732.5924165864
"Cell3727","Cell3727","Batch1","Group1",79322.7973916223
"Cell3728","Cell3728","Batch1","Group2",63585.4355279805
"Cell3729","Cell3729","Batch1","Group2",62260.5512736416
"Cell3730","Cell3730","Batch1","Group2",61714.2244734154
"Cell3731","Cell3731","Batch1","Group1",83939.3105364048
"Cell3732","Cell3732","Batch1","Group2",64147.4243883377
"Cell3733","Cell3733","Batch1","Group2",45889.5296497761
"Cell3734","Cell3734","Batch1","Group1",58307.8322361633
"Cell3735","Cell3735","Batch1","Group1",45201.0653847749
"Cell3736","Cell3736","Batch1","Group2",57640.7447339465
"Cell3737","Cell3737","Batch1","Group1",54711.5737208065
"Cell3738","Cell3738","Batch1","Group1",59786.7940318174
"Cell3739","Cell3739","Batch1","Group2",50817.1350464854
"Cell3740","Cell3740","Batch1","Group1",72819.2615288899
"Cell3741","Cell3741","Batch1","Group2",40984.1724282127
"Cell3742","Cell3742","Batch1","Group1",69342.7377670341
"Cell3743","Cell3743","Batch1","Group1",51851.6506557603
"Cell3744","Cell3744","Batch1","Group2",55477.2352723487
"Cell3745","Cell3745","Batch1","Group2",82111.5420048968
"Cell3746","Cell3746","Batch1","Group1",65452.2565180496
"Cell3747","Cell3747","Batch1","Group2",66828.8542146242
"Cell3748","Cell3748","Batch1","Group2",66388.9055803594
"Cell3749","Cell3749","Batch1","Group1",58726.8694200001
"Cell3750","Cell3750","Batch1","Group1",41253.601228158
"Cell3751","Cell3751","Batch1","Group2",48864.3188908667
"Cell3752","Cell3752","Batch1","Group2",73474.0773614041
"Cell3753","Cell3753","Batch1","Group2",85934.2515534913
"Cell3754","Cell3754","Batch1","Group2",37899.7958767077
"Cell3755","Cell3755","Batch1","Group2",55928.945014364
"Cell3756","Cell3756","Batch1","Group1",45904.9645263251
"Cell3757","Cell3757","Batch1","Group1",73143.6826686701
"Cell3758","Cell3758","Batch1","Group1",64962.5729420859
"Cell3759","Cell3759","Batch1","Group1",59132.4604572973
"Cell3760","Cell3760","Batch1","Group1",49908.8768932308
"Cell3761","Cell3761","Batch1","Group2",58779.804943972
"Cell3762","Cell3762","Batch1","Group1",66831.2671767775
"Cell3763","Cell3763","Batch1","Group2",64845.462971301
"Cell3764","Cell3764","Batch1","Group1",60961.8593915957
"Cell3765","Cell3765","Batch1","Group2",64162.6426163821
"Cell3766","Cell3766","Batch1","Group1",56190.3866950918
"Cell3767","Cell3767","Batch1","Group2",59076.0124998386
"Cell3768","Cell3768","Batch1","Group2",67220.6883380578
"Cell3769","Cell3769","Batch1","Group1",68650.7813911906
"Cell3770","Cell3770","Batch1","Group2",72547.5444982886
"Cell3771","Cell3771","Batch1","Group1",74930.263455611
"Cell3772","Cell3772","Batch1","Group1",50144.2477851766
"Cell3773","Cell3773","Batch1","Group1",59585.3438116881
"Cell3774","Cell3774","Batch1","Group1",68386.6701583727
"Cell3775","Cell3775","Batch1","Group2",71205.8890305073
"Cell3776","Cell3776","Batch1","Group1",55697.7513611254
"Cell3777","Cell3777","Batch1","Group1",58185.6738416897
"Cell3778","Cell3778","Batch1","Group2",43307.6487295182
"Cell3779","Cell3779","Batch1","Group2",35780.287661218
"Cell3780","Cell3780","Batch1","Group2",91252.1768394538
"Cell3781","Cell3781","Batch1","Group2",63274.5412113916
"Cell3782","Cell3782","Batch1","Group1",45031.2824079868
"Cell3783","Cell3783","Batch1","Group2",42793.9502542129
"Cell3784","Cell3784","Batch1","Group1",50771.0902103336
"Cell3785","Cell3785","Batch1","Group1",60752.4076468751
"Cell3786","Cell3786","Batch1","Group1",67269.3103529685
"Cell3787","Cell3787","Batch1","Group1",43582.7872681654
"Cell3788","Cell3788","Batch1","Group2",61827.2539776895
"Cell3789","Cell3789","Batch1","Group1",55226.1580100434
"Cell3790","Cell3790","Batch1","Group2",75072.9868232075
"Cell3791","Cell3791","Batch1","Group2",46992.8051566394
"Cell3792","Cell3792","Batch1","Group2",45838.9570755246
"Cell3793","Cell3793","Batch1","Group1",47890.0217700313
"Cell3794","Cell3794","Batch1","Group2",42629.0949346523
"Cell3795","Cell3795","Batch1","Group2",64688.5410268143
"Cell3796","Cell3796","Batch1","Group1",102170.828654002
"Cell3797","Cell3797","Batch1","Group2",70063.2354533141
"Cell3798","Cell3798","Batch1","Group1",47657.4440747924
"Cell3799","Cell3799","Batch1","Group1",58112.3778328371
"Cell3800","Cell3800","Batch1","Group2",89136.891777595
"Cell3801","Cell3801","Batch1","Group1",55988.1221283951
"Cell3802","Cell3802","Batch1","Group2",54878.335839302
"Cell3803","Cell3803","Batch1","Group2",47558.9099945018
"Cell3804","Cell3804","Batch1","Group2",62355.533437849
"Cell3805","Cell3805","Batch1","Group2",60465.3982991623
"Cell3806","Cell3806","Batch1","Group2",56927.8711357299
"Cell3807","Cell3807","Batch1","Group2",64771.1152700001
"Cell3808","Cell3808","Batch1","Group2",75266.9061336534
"Cell3809","Cell3809","Batch1","Group2",55772.678133816
"Cell3810","Cell3810","Batch1","Group2",89248.8659463919
"Cell3811","Cell3811","Batch1","Group2",48243.4017045831
"Cell3812","Cell3812","Batch1","Group1",50028.8864151237
"Cell3813","Cell3813","Batch1","Group1",38705.8142741225
"Cell3814","Cell3814","Batch1","Group1",59319.5297415214
"Cell3815","Cell3815","Batch1","Group1",41380.1682099511
"Cell3816","Cell3816","Batch1","Group2",54191.9125600174
"Cell3817","Cell3817","Batch1","Group1",67616.1943136577
"Cell3818","Cell3818","Batch1","Group1",45998.9054323404
"Cell3819","Cell3819","Batch1","Group1",53354.8322185038
"Cell3820","Cell3820","Batch1","Group1",61309.1317775219
"Cell3821","Cell3821","Batch1","Group1",58861.7906569032
"Cell3822","Cell3822","Batch1","Group2",47694.4867528267
"Cell3823","Cell3823","Batch1","Group1",80062.3933383379
"Cell3824","Cell3824","Batch1","Group1",54941.2323258822
"Cell3825","Cell3825","Batch1","Group2",63322.199861423
"Cell3826","Cell3826","Batch1","Group1",42056.5217765578
"Cell3827","Cell3827","Batch1","Group2",58315.9918955836
"Cell3828","Cell3828","Batch1","Group1",84415.6121038271
"Cell3829","Cell3829","Batch1","Group1",60568.8346691711
"Cell3830","Cell3830","Batch1","Group1",51185.7603144071
"Cell3831","Cell3831","Batch1","Group1",59078.0693578379
"Cell3832","Cell3832","Batch1","Group2",67153.7371351025
"Cell3833","Cell3833","Batch1","Group2",59695.8442953887
"Cell3834","Cell3834","Batch1","Group2",70744.3501728189
"Cell3835","Cell3835","Batch1","Group2",68035.951184405
"Cell3836","Cell3836","Batch1","Group1",67288.3316428889
"Cell3837","Cell3837","Batch1","Group2",71232.8972234888
"Cell3838","Cell3838","Batch1","Group2",58765.1303017261
"Cell3839","Cell3839","Batch1","Group1",75072.5562985372
"Cell3840","Cell3840","Batch1","Group1",54896.154853091
"Cell3841","Cell3841","Batch1","Group2",55084.1346831901
"Cell3842","Cell3842","Batch1","Group1",64404.2337509553
"Cell3843","Cell3843","Batch1","Group2",63297.5016127965
"Cell3844","Cell3844","Batch1","Group2",65523.6122793702
"Cell3845","Cell3845","Batch1","Group1",51345.8910896503
"Cell3846","Cell3846","Batch1","Group1",85717.0885077567
"Cell3847","Cell3847","Batch1","Group1",63685.405077368
"Cell3848","Cell3848","Batch1","Group2",61390.6730946849
"Cell3849","Cell3849","Batch1","Group2",52763.4580740797
"Cell3850","Cell3850","Batch1","Group2",46974.5438414207
"Cell3851","Cell3851","Batch1","Group2",56194.3295367564
"Cell3852","Cell3852","Batch1","Group1",53241.3093843553
"Cell3853","Cell3853","Batch1","Group2",85853.1473511695
"Cell3854","Cell3854","Batch1","Group2",66453.3726455914
"Cell3855","Cell3855","Batch1","Group1",52943.3427989771
"Cell3856","Cell3856","Batch1","Group1",51736.8720684259
"Cell3857","Cell3857","Batch1","Group2",59657.6648679678
"Cell3858","Cell3858","Batch1","Group1",46153.8917676867
"Cell3859","Cell3859","Batch1","Group2",41981.6959374609
"Cell3860","Cell3860","Batch1","Group1",70687.8691220468
"Cell3861","Cell3861","Batch1","Group1",53431.9638917209
"Cell3862","Cell3862","Batch1","Group2",77913.8372137297
"Cell3863","Cell3863","Batch1","Group2",49028.0903606773
"Cell3864","Cell3864","Batch1","Group1",54016.4698652801
"Cell3865","Cell3865","Batch1","Group1",68099.8823545644
"Cell3866","Cell3866","Batch1","Group1",82757.0123171943
"Cell3867","Cell3867","Batch1","Group2",63983.545250048
"Cell3868","Cell3868","Batch1","Group1",82850.16151563
"Cell3869","Cell3869","Batch1","Group1",64718.2978540189
"Cell3870","Cell3870","Batch1","Group2",52519.4904399211
"Cell3871","Cell3871","Batch1","Group2",48353.4334910933
"Cell3872","Cell3872","Batch1","Group1",57269.6996834727
"Cell3873","Cell3873","Batch1","Group2",62322.4025719094
"Cell3874","Cell3874","Batch1","Group2",45218.3457222363
"Cell3875","Cell3875","Batch1","Group2",55560.1503153737
"Cell3876","Cell3876","Batch1","Group2",70565.073815014
"Cell3877","Cell3877","Batch1","Group2",57450.8607618751
"Cell3878","Cell3878","Batch1","Group2",66066.3204608787
"Cell3879","Cell3879","Batch1","Group1",53537.3586678435
"Cell3880","Cell3880","Batch1","Group2",49843.2346756599
"Cell3881","Cell3881","Batch1","Group1",53474.7784713245
"Cell3882","Cell3882","Batch1","Group2",46203.2018226716
"Cell3883","Cell3883","Batch1","Group1",48591.2909119308
"Cell3884","Cell3884","Batch1","Group2",61759.0495762732
"Cell3885","Cell3885","Batch1","Group1",56664.5061300639
"Cell3886","Cell3886","Batch1","Group1",68580.0404400836
"Cell3887","Cell3887","Batch1","Group1",92686.5024673802
"Cell3888","Cell3888","Batch1","Group1",47070.2833486574
"Cell3889","Cell3889","Batch1","Group1",80686.8211665939
"Cell3890","Cell3890","Batch1","Group1",68806.0139479677
"Cell3891","Cell3891","Batch1","Group2",40427.039244453
"Cell3892","Cell3892","Batch1","Group2",56129.1790641736
"Cell3893","Cell3893","Batch1","Group1",57327.4731900576
"Cell3894","Cell3894","Batch1","Group2",64105.4497114758
"Cell3895","Cell3895","Batch1","Group2",54878.0359351216
"Cell3896","Cell3896","Batch1","Group1",56485.4868019388
"Cell3897","Cell3897","Batch1","Group2",75978.211980922
"Cell3898","Cell3898","Batch1","Group1",96434.0256727566
"Cell3899","Cell3899","Batch1","Group2",53423.4597538693
"Cell3900","Cell3900","Batch1","Group1",66224.4181060849
"Cell3901","Cell3901","Batch1","Group1",52164.1614943336
"Cell3902","Cell3902","Batch1","Group1",45611.6642368852
"Cell3903","Cell3903","Batch1","Group1",48914.2716468452
"Cell3904","Cell3904","Batch1","Group2",50464.8918296341
"Cell3905","Cell3905","Batch1","Group2",55273.7695687897
"Cell3906","Cell3906","Batch1","Group2",82660.7755495973
"Cell3907","Cell3907","Batch1","Group2",70515.3298891014
"Cell3908","Cell3908","Batch1","Group1",98516.0443129784
"Cell3909","Cell3909","Batch1","Group1",60674.9458221923
"Cell3910","Cell3910","Batch1","Group2",51972.0847371156
"Cell3911","Cell3911","Batch1","Group1",55181.3045817145
"Cell3912","Cell3912","Batch1","Group2",61463.7769682076
"Cell3913","Cell3913","Batch1","Group2",65698.4002478754
"Cell3914","Cell3914","Batch1","Group2",41846.2637674018
"Cell3915","Cell3915","Batch1","Group1",49763.7803180167
"Cell3916","Cell3916","Batch1","Group2",64637.8089857877
"Cell3917","Cell3917","Batch1","Group1",47824.6648455932
"Cell3918","Cell3918","Batch1","Group1",55320.4999409515
"Cell3919","Cell3919","Batch1","Group1",47704.7444540479
"Cell3920","Cell3920","Batch1","Group1",62943.557326057
"Cell3921","Cell3921","Batch1","Group2",48263.169839751
"Cell3922","Cell3922","Batch1","Group2",58617.1532610801
"Cell3923","Cell3923","Batch1","Group1",74448.4598055283
"Cell3924","Cell3924","Batch1","Group1",60960.9778839864
"Cell3925","Cell3925","Batch1","Group1",75753.0814677646
"Cell3926","Cell3926","Batch1","Group2",82142.2259484695
"Cell3927","Cell3927","Batch1","Group1",43772.7258112294
"Cell3928","Cell3928","Batch1","Group2",54823.8639635198
"Cell3929","Cell3929","Batch1","Group1",51171.835465673
"Cell3930","Cell3930","Batch1","Group2",42418.1745663574
"Cell3931","Cell3931","Batch1","Group1",49597.3387942958
"Cell3932","Cell3932","Batch1","Group1",68777.0123996139
"Cell3933","Cell3933","Batch1","Group2",55696.4797408851
"Cell3934","Cell3934","Batch1","Group2",64281.547612252
"Cell3935","Cell3935","Batch1","Group1",50715.174397872
"Cell3936","Cell3936","Batch1","Group2",81372.8246633671
"Cell3937","Cell3937","Batch1","Group2",38302.8268557254
"Cell3938","Cell3938","Batch1","Group1",73741.6563289072
"Cell3939","Cell3939","Batch1","Group2",47463.899168488
"Cell3940","Cell3940","Batch1","Group2",42712.2194640584
"Cell3941","Cell3941","Batch1","Group1",67817.9532011852
"Cell3942","Cell3942","Batch1","Group1",57594.3874085019
"Cell3943","Cell3943","Batch1","Group1",54616.181538404
"Cell3944","Cell3944","Batch1","Group1",54072.7779944032
"Cell3945","Cell3945","Batch1","Group1",52400.1751200599
"Cell3946","Cell3946","Batch1","Group1",69665.1705562355
"Cell3947","Cell3947","Batch1","Group2",49505.1612509969
"Cell3948","Cell3948","Batch1","Group1",40578.742445662
"Cell3949","Cell3949","Batch1","Group2",44983.9326980796
"Cell3950","Cell3950","Batch1","Group2",59210.4302706619
"Cell3951","Cell3951","Batch1","Group1",41542.3068807819
"Cell3952","Cell3952","Batch1","Group1",70936.496231762
"Cell3953","Cell3953","Batch1","Group1",65402.5558931334
"Cell3954","Cell3954","Batch1","Group2",83496.1432119909
"Cell3955","Cell3955","Batch1","Group2",45790.2519313626
"Cell3956","Cell3956","Batch1","Group2",54865.0784934644
"Cell3957","Cell3957","Batch1","Group2",49790.3736005892
"Cell3958","Cell3958","Batch1","Group1",58108.1560214955
"Cell3959","Cell3959","Batch1","Group1",60631.7179621839
"Cell3960","Cell3960","Batch1","Group2",56074.0093946073
"Cell3961","Cell3961","Batch1","Group1",63105.1296046441
