"","Cell","Batch","Group","ExpLibSize"
"Cell3777","Cell3777","Batch1","Group2",65115.6398937428
"Cell3778","Cell3778","Batch1","Group1",68006.2214773072
"Cell3779","Cell3779","Batch1","Group1",85467.6020472038
"Cell3780","Cell3780","Batch1","Group2",76394.1339505941
"Cell3781","Cell3781","Batch1","Group1",62227.5530903986
"Cell3782","Cell3782","Batch1","Group1",57809.4324731839
"Cell3783","Cell3783","Batch1","Group1",52645.5572230984
"Cell3784","Cell3784","Batch1","Group2",50711.988245861
"Cell3785","Cell3785","Batch1","Group1",63355.6990629574
"Cell3786","Cell3786","Batch1","Group1",58550.5012898114
"Cell3787","Cell3787","Batch1","Group2",57703.7167779799
"Cell3788","Cell3788","Batch1","Group1",52758.6590410735
"Cell3789","Cell3789","Batch1","Group1",66080.2032335512
"Cell3790","Cell3790","Batch1","Group2",41076.7679956464
"Cell3791","Cell3791","Batch1","Group1",53053.2642793249
"Cell3792","Cell3792","Batch1","Group1",64702.1496007098
"Cell3793","Cell3793","Batch1","Group2",61649.9211646013
"Cell3794","Cell3794","Batch1","Group1",71257.244290014
"Cell3795","Cell3795","Batch1","Group2",58969.2435672574
"Cell3796","Cell3796","Batch1","Group2",57222.0957728908
"Cell3797","Cell3797","Batch1","Group2",58414.7093481042
"Cell3798","Cell3798","Batch1","Group2",48427.3017031234
"Cell3799","Cell3799","Batch1","Group1",71005.5720610717
"Cell3800","Cell3800","Batch1","Group2",48024.9908050974
"Cell3801","Cell3801","Batch1","Group2",92428.8357930854
"Cell3802","Cell3802","Batch1","Group1",57418.6030580877
"Cell3803","Cell3803","Batch1","Group1",69811.1095647057
"Cell3804","Cell3804","Batch1","Group2",58721.632887971
"Cell3805","Cell3805","Batch1","Group2",52871.5336447339
"Cell3806","Cell3806","Batch1","Group2",61080.3616790193
"Cell3807","Cell3807","Batch1","Group2",54842.2527241083
"Cell3808","Cell3808","Batch1","Group1",44439.0975071898
"Cell3809","Cell3809","Batch1","Group1",53247.6629717023
"Cell3810","Cell3810","Batch1","Group1",61526.4005717063
"Cell3811","Cell3811","Batch1","Group2",61472.2483499636
"Cell3812","Cell3812","Batch1","Group1",62440.3233434456
"Cell3813","Cell3813","Batch1","Group2",54226.6601894595
"Cell3814","Cell3814","Batch1","Group1",49672.8202923945
"Cell3815","Cell3815","Batch1","Group2",64449.518288334
"Cell3816","Cell3816","Batch1","Group1",56286.7668562653
"Cell3817","Cell3817","Batch1","Group1",49671.8881039029
"Cell3818","Cell3818","Batch1","Group2",46802.0276812452
"Cell3819","Cell3819","Batch1","Group1",61241.1102471933
"Cell3820","Cell3820","Batch1","Group1",62608.9867318554
"Cell3821","Cell3821","Batch1","Group1",54711.984228788
"Cell3822","Cell3822","Batch1","Group1",50380.8594658682
"Cell3823","Cell3823","Batch1","Group1",71372.4150910244
"Cell3824","Cell3824","Batch1","Group1",55756.3237423227
"Cell3825","Cell3825","Batch1","Group2",64989.9782067938
"Cell3826","Cell3826","Batch1","Group1",54690.4032440719
"Cell3827","Cell3827","Batch1","Group2",66153.7892600851
"Cell3828","Cell3828","Batch1","Group2",53144.0309046307
"Cell3829","Cell3829","Batch1","Group2",63164.6464802238
"Cell3830","Cell3830","Batch1","Group1",77072.5247747711
"Cell3831","Cell3831","Batch1","Group2",58378.7455459407
"Cell3832","Cell3832","Batch1","Group2",87640.1997921237
"Cell3833","Cell3833","Batch1","Group1",70202.1267494817
"Cell3834","Cell3834","Batch1","Group2",60147.4191509074
"Cell3835","Cell3835","Batch1","Group2",69969.9165906508
"Cell3836","Cell3836","Batch1","Group1",47368.5145352668
"Cell3837","Cell3837","Batch1","Group1",54277.8260736153
"Cell3838","Cell3838","Batch1","Group1",58067.3331781312
"Cell3839","Cell3839","Batch1","Group1",43295.2070932459
"Cell3840","Cell3840","Batch1","Group1",53123.6660706469
"Cell3841","Cell3841","Batch1","Group1",38771.0177487785
"Cell3842","Cell3842","Batch1","Group1",51353.1911265953
"Cell3843","Cell3843","Batch1","Group1",48846.5899418429
"Cell3844","Cell3844","Batch1","Group2",40917.9481009517
"Cell3845","Cell3845","Batch1","Group1",65272.2835667392
"Cell3846","Cell3846","Batch1","Group1",38723.2431989774
"Cell3847","Cell3847","Batch1","Group1",59771.094032127
"Cell3848","Cell3848","Batch1","Group1",61433.1667873613
"Cell3849","Cell3849","Batch1","Group1",50710.7057537672
"Cell3850","Cell3850","Batch1","Group2",69790.8783350824
"Cell3851","Cell3851","Batch1","Group2",70478.9275766732
"Cell3852","Cell3852","Batch1","Group1",77639.7562306956
"Cell3853","Cell3853","Batch1","Group1",72461.3217115631
"Cell3854","Cell3854","Batch1","Group1",54838.9567258449
"Cell3855","Cell3855","Batch1","Group2",76384.1287547497
"Cell3856","Cell3856","Batch1","Group1",43625.0549833013
"Cell3857","Cell3857","Batch1","Group2",55264.185265231
"Cell3858","Cell3858","Batch1","Group2",71183.6269862433
"Cell3859","Cell3859","Batch1","Group1",60863.5740256899
"Cell3860","Cell3860","Batch1","Group1",69131.4019694608
"Cell3861","Cell3861","Batch1","Group2",68346.228035362
"Cell3862","Cell3862","Batch1","Group1",73439.074645154
"Cell3863","Cell3863","Batch1","Group2",53165.1310328344
"Cell3864","Cell3864","Batch1","Group2",44055.3348565848
"Cell3865","Cell3865","Batch1","Group1",77168.2471518657
"Cell3866","Cell3866","Batch1","Group2",51875.1251663879
"Cell3867","Cell3867","Batch1","Group2",56771.2024038125
"Cell3868","Cell3868","Batch1","Group1",53882.17414537
"Cell3869","Cell3869","Batch1","Group2",51319.2413751013
"Cell3870","Cell3870","Batch1","Group2",71590.0261296796
"Cell3871","Cell3871","Batch1","Group2",49580.8246489246
"Cell3872","Cell3872","Batch1","Group1",55500.3848649326
"Cell3873","Cell3873","Batch1","Group1",47739.3173577659
"Cell3874","Cell3874","Batch1","Group2",50537.1813227319
"Cell3875","Cell3875","Batch1","Group2",67951.9464345012
"Cell3876","Cell3876","Batch1","Group1",42231.5834309873
"Cell3877","Cell3877","Batch1","Group1",46513.8145314894
"Cell3878","Cell3878","Batch1","Group2",61536.3119074984
"Cell3879","Cell3879","Batch1","Group2",67245.5695086777
"Cell3880","Cell3880","Batch1","Group2",59684.0114466469
"Cell3881","Cell3881","Batch1","Group2",108100.098955858
"Cell3882","Cell3882","Batch1","Group2",41373.0843621618
"Cell3883","Cell3883","Batch1","Group2",69743.9659032404
"Cell3884","Cell3884","Batch1","Group1",69631.5560950204
"Cell3885","Cell3885","Batch1","Group1",87503.9953066145
"Cell3886","Cell3886","Batch1","Group2",62647.3724381552
"Cell3887","Cell3887","Batch1","Group1",46768.6966498105
"Cell3888","Cell3888","Batch1","Group2",47636.7995771534
"Cell3889","Cell3889","Batch1","Group1",71246.213412468
"Cell3890","Cell3890","Batch1","Group1",59048.5647525201
"Cell3891","Cell3891","Batch1","Group1",58199.0632576273
"Cell3892","Cell3892","Batch1","Group1",58654.304320778
"Cell3893","Cell3893","Batch1","Group2",67148.1803410771
"Cell3894","Cell3894","Batch1","Group1",85330.4801597556
"Cell3895","Cell3895","Batch1","Group1",59459.3457841136
"Cell3896","Cell3896","Batch1","Group1",63624.6656383895
"Cell3897","Cell3897","Batch1","Group1",65542.3529555544
"Cell3898","Cell3898","Batch1","Group1",58826.201744996
"Cell3899","Cell3899","Batch1","Group1",66111.4886617737
"Cell3900","Cell3900","Batch1","Group2",71469.3229187488
"Cell3901","Cell3901","Batch1","Group1",79352.0284541229
"Cell3902","Cell3902","Batch1","Group1",61169.3314596822
"Cell3903","Cell3903","Batch1","Group2",49761.6897985687
"Cell3904","Cell3904","Batch1","Group2",51443.586433181
"Cell3905","Cell3905","Batch1","Group2",54768.7078587948
"Cell3906","Cell3906","Batch1","Group1",52786.4265457965
"Cell3907","Cell3907","Batch1","Group1",63730.9063131018
"Cell3908","Cell3908","Batch1","Group1",62097.0850164222
"Cell3909","Cell3909","Batch1","Group2",54784.2649384056
"Cell3910","Cell3910","Batch1","Group2",42430.9759255108
"Cell3911","Cell3911","Batch1","Group2",38963.6856206527
"Cell3912","Cell3912","Batch1","Group1",81495.0491423462
"Cell3913","Cell3913","Batch1","Group2",61571.7181657492
"Cell3914","Cell3914","Batch1","Group2",51907.6417721442
"Cell3915","Cell3915","Batch1","Group1",52629.8736078073
"Cell3916","Cell3916","Batch1","Group1",69796.0156318706
"Cell3917","Cell3917","Batch1","Group1",76427.1315069936
"Cell3918","Cell3918","Batch1","Group2",56639.2457214992
"Cell3919","Cell3919","Batch1","Group2",75915.7872064997
"Cell3920","Cell3920","Batch1","Group1",67234.0834567971
"Cell3921","Cell3921","Batch1","Group2",52926.3462787928
"Cell3922","Cell3922","Batch1","Group2",58916.7032242674
"Cell3923","Cell3923","Batch1","Group1",58701.1027849026
"Cell3924","Cell3924","Batch1","Group2",52585.1008371127
"Cell3925","Cell3925","Batch1","Group1",67679.6086224228
"Cell3926","Cell3926","Batch1","Group1",69938.676611371
"Cell3927","Cell3927","Batch1","Group1",48227.4671976165
"Cell3928","Cell3928","Batch1","Group1",61549.9919151614
"Cell3929","Cell3929","Batch1","Group2",55510.8494902708
"Cell3930","Cell3930","Batch1","Group2",55648.9421375303
"Cell3931","Cell3931","Batch1","Group2",51598.0193722044
"Cell3932","Cell3932","Batch1","Group2",65960.1885874831
"Cell3933","Cell3933","Batch1","Group2",41788.4634798197
"Cell3934","Cell3934","Batch1","Group1",58496.5558954486
"Cell3935","Cell3935","Batch1","Group2",43599.2159620514
"Cell3936","Cell3936","Batch1","Group1",59729.7176767141
"Cell3937","Cell3937","Batch1","Group2",80500.9440264528
"Cell3938","Cell3938","Batch1","Group2",62446.6233367226
"Cell3939","Cell3939","Batch1","Group2",54801.1087285465
"Cell3940","Cell3940","Batch1","Group2",50473.0631503214
"Cell3941","Cell3941","Batch1","Group1",55822.0019094025
"Cell3942","Cell3942","Batch1","Group1",63351.9014758213
"Cell3943","Cell3943","Batch1","Group1",61335.2447311587
"Cell3944","Cell3944","Batch1","Group1",61935.9703011607
"Cell3945","Cell3945","Batch1","Group2",55558.1681152095
"Cell3946","Cell3946","Batch1","Group2",99455.5078872837
"Cell3947","Cell3947","Batch1","Group2",49629.6185185425
"Cell3948","Cell3948","Batch1","Group1",48425.2621784889
"Cell3949","Cell3949","Batch1","Group2",76793.9466673311
"Cell3950","Cell3950","Batch1","Group1",43536.0151395318
"Cell3951","Cell3951","Batch1","Group1",53389.5472747219
"Cell3952","Cell3952","Batch1","Group2",74125.2755707695
"Cell3953","Cell3953","Batch1","Group2",51972.9848277189
"Cell3954","Cell3954","Batch1","Group1",81582.2404025571
"Cell3955","Cell3955","Batch1","Group1",37428.8068617587
"Cell3956","Cell3956","Batch1","Group2",52519.2785520058
"Cell3957","Cell3957","Batch1","Group2",60561.037485651
"Cell3958","Cell3958","Batch1","Group1",48727.9970792161
"Cell3959","Cell3959","Batch1","Group2",57826.4903012037
"Cell3960","Cell3960","Batch1","Group1",63155.5642271823
"Cell3961","Cell3961","Batch1","Group2",59699.4619972224
"Cell3962","Cell3962","Batch1","Group2",52682.3390551181
"Cell3963","Cell3963","Batch1","Group2",63449.4987947251
"Cell3964","Cell3964","Batch1","Group2",66894.8158358893
"Cell3965","Cell3965","Batch1","Group2",64951.7118355258
"Cell3966","Cell3966","Batch1","Group1",58369.4146556504
"Cell3967","Cell3967","Batch1","Group1",51783.1354690575
"Cell3968","Cell3968","Batch1","Group2",59560.6743475394
"Cell3969","Cell3969","Batch1","Group1",69258.5887032611
"Cell3970","Cell3970","Batch1","Group1",46257.0735066107
"Cell3971","Cell3971","Batch1","Group2",45480.5690670473
"Cell3972","Cell3972","Batch1","Group2",65914.8416509258
"Cell3973","Cell3973","Batch1","Group1",54066.846140097
"Cell3974","Cell3974","Batch1","Group1",72458.9961396008
"Cell3975","Cell3975","Batch1","Group1",61108.0880022371
"Cell3976","Cell3976","Batch1","Group2",51819.2838421865
"Cell3977","Cell3977","Batch1","Group1",55331.8653908746
"Cell3978","Cell3978","Batch1","Group1",56566.2045378243
"Cell3979","Cell3979","Batch1","Group1",80790.1107943295
"Cell3980","Cell3980","Batch1","Group1",53587.6005057567
"Cell3981","Cell3981","Batch1","Group2",60038.3005051262
"Cell3982","Cell3982","Batch1","Group1",56698.5067950555
"Cell3983","Cell3983","Batch1","Group2",87582.852785887
"Cell3984","Cell3984","Batch1","Group1",79971.1453400131
"Cell3985","Cell3985","Batch1","Group1",53078.8954019443
"Cell3986","Cell3986","Batch1","Group1",77268.572121358
"Cell3987","Cell3987","Batch1","Group1",59652.2503860685
"Cell3988","Cell3988","Batch1","Group1",63071.2770413557
"Cell3989","Cell3989","Batch1","Group2",56312.4433048238
"Cell3990","Cell3990","Batch1","Group2",56631.0575590493
"Cell3991","Cell3991","Batch1","Group2",68314.7130075063
"Cell3992","Cell3992","Batch1","Group1",61554.6991526152
"Cell3993","Cell3993","Batch1","Group1",52831.5686889175
"Cell3994","Cell3994","Batch1","Group2",55969.9742355437
"Cell3995","Cell3995","Batch1","Group1",74211.8132208972
"Cell3996","Cell3996","Batch1","Group1",45365.6285817331
"Cell3997","Cell3997","Batch1","Group1",77349.1411727472
"Cell3998","Cell3998","Batch1","Group1",44710.731603249
"Cell3999","Cell3999","Batch1","Group1",72265.1394299087
"Cell4000","Cell4000","Batch1","Group2",72117.0845469252
"Cell4001","Cell4001","Batch1","Group2",54560.7054950917
"Cell4002","Cell4002","Batch1","Group2",99507.1628104589
"Cell4003","Cell4003","Batch1","Group2",80233.0876551418
"Cell4004","Cell4004","Batch1","Group2",68198.5217127017
"Cell4005","Cell4005","Batch1","Group1",59637.1711979708
"Cell4006","Cell4006","Batch1","Group1",58417.5771321292
"Cell4007","Cell4007","Batch1","Group2",80364.6093731535
"Cell4008","Cell4008","Batch1","Group2",37823.9323002081
"Cell4009","Cell4009","Batch1","Group1",65777.0025131415
"Cell4010","Cell4010","Batch1","Group1",54488.4170625014
"Cell4011","Cell4011","Batch1","Group1",46552.36954126
"Cell4012","Cell4012","Batch1","Group2",59525.7197116641
"Cell4013","Cell4013","Batch1","Group1",76191.9459633006
"Cell4014","Cell4014","Batch1","Group2",57096.8485078711
"Cell4015","Cell4015","Batch1","Group2",64583.7027546103
"Cell4016","Cell4016","Batch1","Group2",55571.7102034747
"Cell4017","Cell4017","Batch1","Group1",53151.8075605265
"Cell4018","Cell4018","Batch1","Group1",62033.7666788603
"Cell4019","Cell4019","Batch1","Group2",54527.2706645565
"Cell4020","Cell4020","Batch1","Group1",62255.6424517957
"Cell4021","Cell4021","Batch1","Group1",57599.3640779055
"Cell4022","Cell4022","Batch1","Group1",81207.9668669153
"Cell4023","Cell4023","Batch1","Group1",43417.9001998676
"Cell4024","Cell4024","Batch1","Group1",57457.7386854553
"Cell4025","Cell4025","Batch1","Group2",70344.0061443939
"Cell4026","Cell4026","Batch1","Group2",61520.0772873537
"Cell4027","Cell4027","Batch1","Group2",57526.9253244853
"Cell4028","Cell4028","Batch1","Group1",59725.967052008
"Cell4029","Cell4029","Batch1","Group1",58696.3896190761
"Cell4030","Cell4030","Batch1","Group1",57542.5224000224
"Cell4031","Cell4031","Batch1","Group1",56000.5501818742
"Cell4032","Cell4032","Batch1","Group2",44948.4616982188
"Cell4033","Cell4033","Batch1","Group2",58378.8498769231
"Cell4034","Cell4034","Batch1","Group1",58131.8252829567
"Cell4035","Cell4035","Batch1","Group2",55589.6138515726
"Cell4036","Cell4036","Batch1","Group1",81114.3387520004
"Cell4037","Cell4037","Batch1","Group1",34409.4309051234
"Cell4038","Cell4038","Batch1","Group2",81424.7295369299
"Cell4039","Cell4039","Batch1","Group1",63111.562041101
"Cell4040","Cell4040","Batch1","Group1",52006.9445409224
"Cell4041","Cell4041","Batch1","Group1",68333.322005297
"Cell4042","Cell4042","Batch1","Group1",89834.9232114841
"Cell4043","Cell4043","Batch1","Group1",61348.1599320409
"Cell4044","Cell4044","Batch1","Group1",70517.5646958556
"Cell4045","Cell4045","Batch1","Group1",64252.5140169224
"Cell4046","Cell4046","Batch1","Group1",46573.3636244379
"Cell4047","Cell4047","Batch1","Group2",54908.463931263
"Cell4048","Cell4048","Batch1","Group2",58470.4076742959
"Cell4049","Cell4049","Batch1","Group2",65272.5085796034
"Cell4050","Cell4050","Batch1","Group1",66142.2727921156
"Cell4051","Cell4051","Batch1","Group1",52622.908059015
"Cell4052","Cell4052","Batch1","Group1",73604.4890333272
"Cell4053","Cell4053","Batch1","Group1",71388.8444650501
"Cell4054","Cell4054","Batch1","Group2",49442.1371657723
"Cell4055","Cell4055","Batch1","Group1",66485.8526820205
"Cell4056","Cell4056","Batch1","Group1",75159.4923607815
"Cell4057","Cell4057","Batch1","Group1",42068.1114647193
"Cell4058","Cell4058","Batch1","Group1",72663.4808505367
"Cell4059","Cell4059","Batch1","Group2",46560.2254469574
"Cell4060","Cell4060","Batch1","Group1",52637.1399847615
"Cell4061","Cell4061","Batch1","Group2",43411.9594202353
"Cell4062","Cell4062","Batch1","Group1",52144.4443777708
"Cell4063","Cell4063","Batch1","Group2",73435.5088721351
"Cell4064","Cell4064","Batch1","Group2",51990.8825249882
"Cell4065","Cell4065","Batch1","Group2",67827.7316347595
"Cell4066","Cell4066","Batch1","Group2",55179.5894597896
"Cell4067","Cell4067","Batch1","Group2",52033.4158483033
"Cell4068","Cell4068","Batch1","Group2",61790.7305955122
"Cell4069","Cell4069","Batch1","Group1",56718.2092717812
"Cell4070","Cell4070","Batch1","Group2",46187.3871872063
"Cell4071","Cell4071","Batch1","Group2",66996.9979084235
"Cell4072","Cell4072","Batch1","Group2",76931.3775494192
"Cell4073","Cell4073","Batch1","Group1",70559.7503768893
"Cell4074","Cell4074","Batch1","Group1",59728.6271009995
"Cell4075","Cell4075","Batch1","Group1",76699.3855389285
"Cell4076","Cell4076","Batch1","Group1",46222.2032782916
"Cell4077","Cell4077","Batch1","Group1",42577.9698212939
"Cell4078","Cell4078","Batch1","Group2",55978.3819580269
"Cell4079","Cell4079","Batch1","Group2",45735.153206419
"Cell4080","Cell4080","Batch1","Group2",56255.9135426246
"Cell4081","Cell4081","Batch1","Group2",43905.1160413599
"Cell4082","Cell4082","Batch1","Group2",50481.7948438368
"Cell4083","Cell4083","Batch1","Group1",51352.2657087869
"Cell4084","Cell4084","Batch1","Group1",47004.8339906432
"Cell4085","Cell4085","Batch1","Group1",55501.2676993796
"Cell4086","Cell4086","Batch1","Group2",74618.4864537178
"Cell4087","Cell4087","Batch1","Group2",65680.0882686881
"Cell4088","Cell4088","Batch1","Group1",81639.0599448364
"Cell4089","Cell4089","Batch1","Group1",60426.6180702433
"Cell4090","Cell4090","Batch1","Group2",53368.0253313311
"Cell4091","Cell4091","Batch1","Group1",51938.9597503897
"Cell4092","Cell4092","Batch1","Group1",40350.4542385153
"Cell4093","Cell4093","Batch1","Group2",79226.8857189407
"Cell4094","Cell4094","Batch1","Group1",63986.483309569
"Cell4095","Cell4095","Batch1","Group1",79546.5734286174
"Cell4096","Cell4096","Batch1","Group1",72230.4890961737
"Cell4097","Cell4097","Batch1","Group2",56275.5545627763
"Cell4098","Cell4098","Batch1","Group2",55945.145042229
"Cell4099","Cell4099","Batch1","Group1",46490.968939156
"Cell4100","Cell4100","Batch1","Group2",70204.3001351614
